timestamp,node,algorithm,cycle,exec_time_ms,trust_score
1786388692.7672591,CRYPTO_NODE,ECC,21,111.6,100.0
1786388692.874698,CRYPTO_NODE,ECC,22,111.52,100.0
1786388692.9942665,CRYPTO_NODE,ECC,23,111.47,100.0
1786388693.2133434,CRYPTO_NODE,ECC,24,111.44,100.0
1786388693.3207443,CRYPTO_NODE,ECC,25,111.46,100.0
1786388693.428499,CRYPTO_NODE,ECC,26,111.55,100.0
1786388693.5353124,CRYPTO_NODE,ECC,27,111.33,100.0
1786388693.6411803,CRYPTO_NODE,ECC,28,111.26,100.0
1786388693.7489555,CRYPTO_NODE,ECC,29,111.33,100.0
1786388693.8567202,CRYPTO_NODE,ECC,30,111.41,100.0
1786388693.9658296,CRYPTO_NODE,ECC,31,111.49,100.0
1786388694.179479,CRYPTO_NODE,ECC,32,111.5,100.0
1786388694.2871456,CRYPTO_NODE,ECC,33,111.5,100.0
1786388694.394576,CRYPTO_NODE,ECC,34,111.47,100.0
1786388694.5019677,CRYPTO_NODE,ECC,35,111.52,100.0
1786388694.609593,CRYPTO_NODE,ECC,36,111.43,100.0
1786388694.7171743,CRYPTO_NODE,ECC,37,111.53,100.0
1786388694.82476,CRYPTO_NODE,ECC,38,111.57,100.0
1786388694.9419146,CRYPTO_NODE,ECC,39,111.46,100.0
1786388695.0645616,CRYPTO_NODE,ECC,40,111.72,100.0
1786388695.1876817,CRYPTO_NODE,ECC,41,111.41,100.0
1786388695.3074749,CRYPTO_NODE,ECC,42,111.46,100.0
1786388695.4302623,CRYPTO_NODE,ECC,43,111.63,100.0
1786388695.5515575,CRYPTO_NODE,ECC,44,111.54,100.0
1786388695.6728332,CRYPTO_NODE,ECC,45,111.56,100.0
1786388695.7945306,CRYPTO_NODE,ECC,46,111.6,100.0
1786388695.915789,CRYPTO_NODE,ECC,47,111.54,100.0
1786388696.0373158,CRYPTO_NODE,ECC,48,111.55,100.0
1786388696.1606195,CRYPTO_NODE,ECC,49,111.53,100.0
1786388696.2823915,CRYPTO_NODE,ECC,50,111.57,100.0
1786388696.4038339,CRYPTO_NODE,ECC,51,111.68,100.0
1786388696.526286,CRYPTO_NODE,ECC,52,111.52,100.0
1786388696.6481202,CRYPTO_NODE,ECC,53,111.5,100.0
1786388696.769653,CRYPTO_NODE,ECC,54,111.58,100.0
1786388696.8922715,CRYPTO_NODE,ECC,55,111.46,100.0
1786388697.013474,CRYPTO_NODE,ECC,56,111.57,100.0
1786388697.2246735,CRYPTO_NODE,ECC,57,111.64,100.0
1786388697.331403,CRYPTO_NODE,ECC,58,111.59,100.0
1786388697.4388332,CRYPTO_NODE,ECC,59,111.54,100.0
1786388697.5461705,CRYPTO_NODE,ECC,60,111.44,100.0
1786388697.6531713,CRYPTO_NODE,ECC,61,111.45,100.0
1786388697.7603972,CRYPTO_NODE,ECC,62,111.4,100.0
1786388697.868164,CRYPTO_NODE,ECC,63,111.6,100.0
1786388697.9880311,CRYPTO_NODE,ECC,64,111.62,100.0
1786388698.200388,CRYPTO_NODE,ECC,65,111.52,100.0
1786388698.3072581,CRYPTO_NODE,ECC,66,111.44,100.0
1786388698.4139194,CRYPTO_NODE,ECC,67,111.58,100.0
1786388698.5209105,CRYPTO_NODE,ECC,68,111.55,100.0
1786388698.6284366,CRYPTO_NODE,ECC,69,111.59,100.0
1786388698.7351718,CRYPTO_NODE,ECC,70,111.38,100.0
1786388698.841989,CRYPTO_NODE,ECC,71,111.52,100.0
1786388698.9631445,CRYPTO_NODE,ECC,72,111.47,100.0
1786388699.1823983,CRYPTO_NODE,ECC,73,111.42,100.0
